Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
KEGG_2021_Human	Alzheimer disease	1/369	9.972933e-01	9.991414e-01	0	0	1.671715e-01	4.530915e-04	MME
KEGG_2021_Human	Olfactory transduction	1/440	9.991414e-01	9.991414e-01	0	0	1.396196e-01	1.199232e-04	SLC8A3
GO_Biological_Process_2021	T cell activation (GO:0042110)	20/92	1.447067e-17	2.857958e-14	0	0	1.846798e+01	7.160852e+02	ITK;CCL21;TNFSF14;CRTAM;CD3G;CD3E;SLA2;CD1C;DPP4;CD2;PTPRC;CD8B;JAML;CD8A;IRF4;LCK;KIT;LEPR;CD28;CCL19
GO_Biological_Process_2021	regulation of immune response (GO:0050776)	22/179	9.592169e-14	9.472267e-11	0	0	9.339275e+00	2.799471e+02	COL17A1;CD96;KLRB1;CRTAM;SH2D1A;ICAM3;CD3G;SLA2;CD1C;CD3E;CD3D;C3;SPN;CD200R1;CD40LG;CD8B;JAML;CD8A;IRF4;FCER1A;SLAMF6;CD247
GO_Biological_Process_2021	antigen receptor-mediated signaling pathway (GO:0050851)	17/185	6.202912e-09	4.083584e-06	0	0	6.627297e+00	1.252443e+02	ITK;PRKCB;TRAT1;THEMIS;CD3G;SLA2;BMX;CD3E;LAX1;CD3D;PTPRC;LCK;GRAP2;CD28;PRKCQ;CD247;PAK3
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	20/335	4.029565e-07	1.989598e-04	0	0	4.168953e+00	6.138549e+01	EGR1;ITK;IL33;TSLP;CRTAM;CLEC9A;LY9;C3;CD2;CD40LG;PTPRC;CD6;IRF4;POU2AF1;CD28;PRKCQ;SLAMF6;CCL19;CD244;CCR2
GO_Biological_Process_2021	regulation of T cell activation (GO:0050863)	8/47	6.386501e-07	2.515910e-04	0	0	1.312687e+01	1.872405e+02	CD2;SIT1;LCK;TBX21;CRTAM;PRKCQ;LAX1;CCR2
GO_Biological_Process_2021	cellular response to cytokine stimulus (GO:0071345)	24/482	7.643272e-07	2.515910e-04	0	0	3.462297e+00	4.876392e+01	CCL14;EGR1;RIPOR2;CCL23;PID1;PTGIS;MME;CCL21;PYHIN1;MMP2;SLA2;CXCL2;GREM2;SFRP1;LCK;IRF4;GRAP2;KIT;STAT4;LEPR;CCL19;PTPN7;CCR5;CCR2
GO_Biological_Process_2021	cell chemotaxis (GO:0060326)	9/69	1.315757e-06	3.389321e-04	0	0	9.620098e+00	1.302667e+02	PDGFRA;XCR1;CCL21;KIT;CCN3;PRKCQ;CCR5;CCR4;CCR2
GO_Biological_Process_2021	T cell receptor signaling pathway (GO:0050852)	13/158	1.372889e-06	3.389321e-04	0	0	5.800868e+00	7.830355e+01	ITK;TRAT1;THEMIS;CD3G;CD3E;CD3D;PTPRC;LCK;GRAP2;CD28;PRKCQ;CD247;PAK3
GO_Biological_Process_2021	positive regulation of T cell activation (GO:0050870)	9/75	2.684598e-06	5.307229e-04	0	0	8.742870e+00	1.121534e+02	CD40LG;PTPRC;CD6;LCK;CD28;PRKCQ;CCL19;CD3E;CCR2
GO_Biological_Process_2021	dendritic cell chemotaxis (GO:0002407)	5/16	3.556288e-06	5.307229e-04	0	0	2.884751e+01	3.619437e+02	CCL21;GPR183;CCL19;CCR5;CCR2
GO_Biological_Process_2021	heterophilic cell-cell adhesion via plasma membrane cell adhesion molecules (GO:0007157)	7/42	3.780844e-06	5.307229e-04	0	0	1.275974e+01	1.593125e+02	SELP;CADM3;CD6;JAML;CRTAM;HMCN1;FAT4
GO_Biological_Process_2021	inflammatory response (GO:0006954)	15/230	3.983125e-06	5.307229e-04	0	0	4.527907e+00	5.629748e+01	CCL14;AOC3;PTGFR;CD96;CCL23;XCR1;CCL21;TACR1;CXCL2;CD40LG;KIT;CCL19;CCR5;CDO1;CCR2
GO_Biological_Process_2021	immunological synapse formation (GO:0001771)	4/8	4.020505e-06	5.307229e-04	0	0	6.328296e+01	7.862340e+02	CCL21;CD6;PRF1;CCL19
GO_Biological_Process_2021	T-helper cell lineage commitment (GO:0002295)	4/8	4.020505e-06	5.307229e-04	0	0	6.328296e+01	7.862340e+02	SPN;IRF4;SLAMF6;LY9
GO_Biological_Process_2021	cation transport (GO:0006812)	13/174	4.030807e-06	5.307229e-04	0	0	5.220106e+00	6.484178e+01	SLC22A3;KCNA1;KCNA2;KCNA3;KCNA6;SLC8A3;KCNS2;KCNMB1;SCN3B;SCN3A;TRPM6;SCN4B;TRPM3
GO_Biological_Process_2021	extracellular matrix organization (GO:0030198)	17/300	6.066355e-06	7.488157e-04	0	0	3.911044e+00	4.698241e+01	COL17A1;ECM2;LAMA2;COL14A1;LAMA1;ELN;MMP2;ICAM3;DPT;DCN;ADAMTS5;ADAMTS3;FLRT2;MMP27;ADAMTS1;SPOCK2;TLL1
GO_Biological_Process_2021	dendritic cell migration (GO:0036336)	5/18	6.797446e-06	7.897033e-04	0	0	2.440695e+01	2.904174e+02	CCL21;GPR183;CCL19;CCR5;CCR2
GO_Biological_Process_2021	extracellular structure organization (GO:0043062)	14/216	8.972036e-06	9.338594e-04	0	0	4.486070e+00	5.213440e+01	COL17A1;ECM2;LAMA2;COL14A1;LAMA1;ELN;MMP2;ICAM3;DCN;ADAMTS5;ADAMTS3;MMP27;ADAMTS1;SPOCK2
GO_Biological_Process_2021	positive regulation of T cell proliferation (GO:0042102)	8/66	9.000086e-06	9.338594e-04	0	0	8.818151e+00	1.024517e+02	CD40LG;PTPRC;CD6;CD28;CCL19;IGF1;CD3E;CCR2
GO_Biological_Process_2021	external encapsulating structure organization (GO:0045229)	14/217	9.456804e-06	9.338594e-04	0	0	4.463742e+00	5.164003e+01	COL17A1;ECM2;LAMA2;COL14A1;LAMA1;ELN;MMP2;ICAM3;DCN;ADAMTS5;ADAMTS3;MMP27;ADAMTS1;SPOCK2
GO_Biological_Process_2021	positive regulation of signal transduction (GO:0009967)	15/252	1.198394e-05	1.127061e-03	0	0	4.102954e+00	4.649444e+01	PTGIS;TSLP;PRKCB;IGF1;GLI1;BMP6;C3;SFRP1;RELN;PTPRC;ADAMTS3;RSPO3;CCN3;IL7R;TP63
GO_Biological_Process_2021	regulation of peptidyl-tyrosine phosphorylation (GO:0050730)	9/92	1.469671e-05	1.319364e-03	0	0	6.946137e+00	7.729583e+01	FGF7;SFRP1;RELN;PTPRC;BANK1;ENPP2;IGF1;EGFR;BMP6
GO_Biological_Process_2021	positive regulation of antigen receptor-mediated signaling pathway (GO:0050857)	5/21	1.552927e-05	1.322879e-03	0	0	1.982762e+01	2.195470e+02	PTPRC;TESPA1;PRKCB;TRAT1;LCK
GO_Biological_Process_2021	regulation of T cell receptor signaling pathway (GO:0050856)	6/35	1.607549e-05	1.322879e-03	0	0	1.316103e+01	1.452743e+02	TESPA1;TRAT1;LCK;SH2D1A;UBASH3A;SLA2
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	25/621	1.886102e-05	1.436439e-03	0	0	2.761080e+00	3.003616e+01	CCL14;SLA2;CXCL2;IL18RAP;GRAP2;STAT4;LEPR;TNFRSF8;CCL19;CCR5;CCR2;EGR1;IL33;CCL23;TSLP;TNFSF14;CCL21;MMP2;GREM2;CD40LG;LCK;IRF4;KIT;CD27;IL7R
GO_Biological_Process_2021	positive regulation of ERK1 and ERK2 cascade (GO:0070374)	12/172	1.891009e-05	1.436439e-03	0	0	4.832921e+00	5.256195e+01	CCL14;PDGFRA;CCL23;PTPRC;CCL21;GPR183;ROR1;CCN2;HTR2A;CCL19;EGFR;SLAMF1
GO_Biological_Process_2021	calcium-mediated signaling (GO:0019722)	9/102	3.377407e-05	2.304358e-03	0	0	6.196078e+00	6.379369e+01	SELP;PTGFR;XCR1;PTPRC;CCR5;MCTP2;CCR4;EGFR;CCR2
GO_Biological_Process_2021	lymphocyte migration (GO:0072676)	6/40	3.558121e-05	2.304358e-03	0	0	1.122273e+01	1.149622e+02	CCL14;CCL23;CCL21;TBX21;CRTAM;CCL19
GO_Biological_Process_2021	establishment of T cell polarity (GO:0001768)	3/5	3.780227e-05	2.304358e-03	0	0	9.462981e+01	9.636287e+02	CCL21;CRTAM;CCL19
GO_Biological_Process_2021	membrane raft distribution (GO:0031580)	3/5	3.780227e-05	2.304358e-03	0	0	9.462981e+01	9.636287e+02	CD2;PTPRC;MAL
GO_Biological_Process_2021	positive regulation of glycoprotein metabolic process (GO:1903020)	3/5	3.780227e-05	2.304358e-03	0	0	9.462981e+01	9.636287e+02	CCL21;CCL19;IGF1
GO_Biological_Process_2021	positive thymic T cell selection (GO:0045059)	3/5	3.780227e-05	2.304358e-03	0	0	9.462981e+01	9.636287e+02	CD3G;CD3E;CD3D
GO_Biological_Process_2021	negative regulation of sequestering of calcium ion (GO:0051283)	5/25	3.850319e-05	2.304358e-03	0	0	1.585887e+01	1.612018e+02	PTPRC;CCL21;LCK;HTR2A;CCL19
GO_Biological_Process_2021	T cell differentiation (GO:0030217)	6/41	4.113343e-05	2.389369e-03	0	0	1.090153e+01	1.100911e+02	PTPRC;CD8A;LCK;KIT;LEPR;CD28
GO_Biological_Process_2021	cellular response to chemokine (GO:1990869)	7/60	4.247883e-05	2.397020e-03	0	0	8.418525e+00	8.474512e+01	CCL14;RIPOR2;CCL23;CCL21;CCL19;CXCL2;CCR2
GO_Biological_Process_2021	calcium ion transmembrane import into cytosol (GO:0097553)	6/42	4.735891e-05	2.598162e-03	0	0	1.059817e+01	1.055339e+02	SLC8A3;PTPRC;CCL21;LCK;HTR2A;CCL19
GO_Biological_Process_2021	negative regulation of neuroinflammatory response (GO:0150079)	4/14	5.334661e-05	2.750631e-03	0	0	2.530547e+01	2.489729e+02	CD200R1;PTPRC;IGF1;CST7
GO_Biological_Process_2021	positive regulation of glycoprotein biosynthetic process (GO:0010560)	4/14	5.334661e-05	2.750631e-03	0	0	2.530547e+01	2.489729e+02	IL33;CCL21;IGF1;CCL19
GO_Biological_Process_2021	positive regulation of phospholipase C activity (GO:0010863)	6/43	5.431627e-05	2.750631e-03	0	0	1.031120e+01	1.012631e+02	ITK;PDGFRA;KIT;HTR2A;S1PR4;EGFR
GO_Biological_Process_2021	release of sequestered calcium ion into cytosol (GO:0051209)	5/27	5.701352e-05	2.815043e-03	0	0	1.441569e+01	1.408733e+02	PTPRC;CCL21;LCK;HTR2A;CCL19
GO_Biological_Process_2021	lymphocyte chemotaxis (GO:0048247)	6/44	6.206717e-05	2.989821e-03	0	0	1.003935e+01	9.725409e+01	CCL14;CH25H;CCL23;CCL21;GPR183;CCL19
GO_Biological_Process_2021	establishment of lymphocyte polarity (GO:0001767)	3/6	7.472163e-05	3.431982e-03	0	0	6.308333e+01	5.994015e+02	CCL21;CRTAM;CCL19
GO_Biological_Process_2021	T-helper 17 cell lineage commitment (GO:0072540)	3/6	7.472163e-05	3.431982e-03	0	0	6.308333e+01	5.994015e+02	IRF4;SLAMF6;LY9
GO_Biological_Process_2021	cell-cell adhesion via plasma-membrane adhesion molecules (GO:0098742)	11/170	8.325229e-05	3.736893e-03	0	0	4.443603e+00	4.174159e+01	SELP;CLDN11;CADM3;LRFN5;JAML;CD6;CRTAM;CLDN19;FAT2;HMCN1;FAT4
GO_Biological_Process_2021	peptidyl-tyrosine phosphorylation (GO:0018108)	7/69	1.051636e-04	4.615512e-03	0	0	7.193182e+00	6.588950e+01	ITK;PDGFRA;RELN;LCK;KIT;BMX;EGFR
GO_Biological_Process_2021	positive regulation of MAPK cascade (GO:0043410)	14/274	1.217254e-04	5.226256e-03	0	0	3.474955e+00	3.132235e+01	CCL14;PDGFRA;CCL23;CCL21;IGF1;HTR2A;EGFR;PTPRC;GPR183;KIT;ROR1;CCN2;CCL19;SLAMF1
GO_Biological_Process_2021	T-helper 17 cell differentiation (GO:0072539)	3/7	1.292368e-04	5.430693e-03	0	0	4.731010e+01	4.236082e+02	IRF4;SLAMF6;LY9
GO_Biological_Process_2021	regulation of tumor necrosis factor production (GO:0032680)	9/124	1.547646e-04	6.253778e-03	0	0	5.005115e+00	4.391290e+01	SPN;CD2;IL33;PTPRC;TNFRSF8;IGF1;CCL19;SLAMF1;CCR2
GO_Biological_Process_2021	positive regulation of interleukin-4 production (GO:0032753)	4/18	1.551570e-04	6.253778e-03	0	0	1.807166e+01	1.585078e+02	CD40LG;IRF4;CD28;PRKCQ
GO_Biological_Process_2021	positive regulation of lymphocyte proliferation (GO:0050671)	7/75	1.785194e-04	6.953410e-03	0	0	6.556484e+00	5.658779e+01	CD40LG;PTPRC;CD6;GPR183;CD28;CCL19;CD3E
GO_Biological_Process_2021	B cell receptor signaling pathway (GO:0050853)	5/34	1.795564e-04	6.953410e-03	0	0	1.093215e+01	9.429000e+01	ITK;PTPRC;PRKCB;LCK;BMX
GO_Biological_Process_2021	regulation of T cell proliferation (GO:0042129)	7/76	1.940144e-04	7.368815e-03	0	0	6.461133e+00	5.522704e+01	SPN;CD40LG;PTPRC;CD6;CD28;CCL19;CD3E
GO_Biological_Process_2021	elastic fiber assembly (GO:0048251)	3/8	2.043672e-04	7.615569e-03	0	0	3.784615e+01	3.215255e+02	MFAP4;TNXB;MYH11
GO_Biological_Process_2021	positive regulation of tumor necrosis factor production (GO:0032760)	7/77	2.105774e-04	7.701672e-03	0	0	6.368506e+00	5.391359e+01	SPN;CD2;IL33;PTPRC;TNFRSF8;CCL19;CCR2
GO_Biological_Process_2021	regulation of lymphocyte differentiation (GO:0045619)	4/20	2.396340e-04	8.298367e-03	0	0	1.581109e+01	1.318076e+02	CD2;TBX21;CRTAM;CCR2
GO_Biological_Process_2021	regulation of T cell migration (GO:2000404)	4/20	2.396340e-04	8.298367e-03	0	0	1.581109e+01	1.318076e+02	SPN;RIPOR2;CD200R1;CCL21
GO_Biological_Process_2021	positive regulation of protein kinase B signaling (GO:0051897)	10/161	2.430312e-04	8.298367e-03	0	0	4.241450e+00	3.529871e+01	PDGFRA;FGF7;CCL21;LCK;TRAT1;KIT;CD28;NRG1;CCL19;EGFR
GO_Biological_Process_2021	chemokine-mediated signaling pathway (GO:0070098)	6/56	2.436989e-04	8.298367e-03	0	0	7.625243e+00	6.343880e+01	CCL14;CCL23;CCL21;CCL19;CXCL2;CCR2
GO_Biological_Process_2021	regulation of phosphatidylinositol 3-kinase signaling (GO:0014066)	8/106	2.744334e-04	9.134501e-03	0	0	5.208270e+00	4.271199e+01	PPP1R16B;SELP;PDGFRA;KIT;ROR1;IGF1;DCN;EGFR
GO_Biological_Process_2021	positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)	9/134	2.775038e-04	9.134501e-03	0	0	4.602353e+00	3.769178e+01	FGF7;PTPRC;RELN;TSLP;BANK1;KIT;ENPP2;IGF1;BMP6
GO_Biological_Process_2021	positive regulation of tumor necrosis factor superfamily cytokine production (GO:1903557)	7/81	2.886132e-04	9.344445e-03	0	0	6.023034e+00	4.909028e+01	SPN;CD2;IL33;PTPRC;TNFRSF8;CCL19;CCR2
GO_Biological_Process_2021	regulation of T cell differentiation (GO:0045580)	5/39	3.483902e-04	1.109791e-02	0	0	9.322106e+00	7.422436e+01	CD2;TBX21;CAMK4;CRTAM;CCR2
GO_Biological_Process_2021	cellular divalent inorganic cation homeostasis (GO:0072503)	8/111	3.754930e-04	1.177141e-02	0	0	4.954176e+00	3.907493e+01	CCL14;SLC8A3;CCL23;LCK;HTR2A;PTH1R;CCL19;CCR2
GO_Biological_Process_2021	enzyme linked receptor protein signaling pathway (GO:0007167)	9/140	3.837952e-04	1.179977e-02	0	0	4.390211e+00	3.453077e+01	PDGFRA;CD8B;CD8A;LCK;KIT;ROR1;CD3E;ANGPTL1;EGFR
GO_Biological_Process_2021	B cell activation (GO:0042113)	7/85	3.883470e-04	1.179977e-02	0	0	5.712995e+00	4.486764e+01	CD40LG;PTPRC;PRKCB;BANK1;GPR183;KIT;LAX1
GO_Biological_Process_2021	regulation of ERK1 and ERK2 cascade (GO:0070372)	12/238	4.148380e-04	1.235131e-02	0	0	3.409971e+00	2.655557e+01	CCL14;PDGFRA;CCL23;PTPRC;CCL21;GPR183;ROR1;CCN2;CCL19;HTR2A;EGFR;SLAMF1
GO_Biological_Process_2021	regulation of interleukin-4 production (GO:0032673)	4/23	4.219593e-04	1.235131e-02	0	0	1.331257e+01	1.034467e+02	CD40LG;IRF4;CD28;PRKCQ
GO_Biological_Process_2021	regulation of glycoprotein biosynthetic process (GO:0010559)	3/10	4.277849e-04	1.235131e-02	0	0	2.703022e+01	2.096704e+02	CCL21;CCL19;IGF1
GO_Biological_Process_2021	inorganic cation transmembrane transport (GO:0098662)	13/274	4.315140e-04	1.235131e-02	0	0	3.203573e+00	2.482196e+01	SCARA5;KCNA1;KCNA2;KCNA3;KCNA6;SLC8A3;KCNS2;SCN3B;SCN3A;TRPM6;SCN4B;TRPM3;SCN2B
GO_Biological_Process_2021	positive regulation of kinase activity (GO:0033674)	8/114	4.494206e-04	1.268008e-02	0	0	4.813226e+00	3.709819e+01	PDGFRA;PTPRC;RELN;CCL21;KIT;ROR1;CCL19;EGFR
GO_Biological_Process_2021	regulation of protein kinase B signaling (GO:0051896)	11/207	4.619564e-04	1.285020e-02	0	0	3.597929e+00	2.763224e+01	PDGFRA;FGF7;CCL21;BANK1;LCK;TRAT1;KIT;CD28;NRG1;CCL19;EGFR
GO_Biological_Process_2021	regulation of cell population proliferation (GO:0042127)	25/764	4.825354e-04	1.323621e-02	0	0	2.210116e+00	1.687746e+01	CCL14;PTGFR;ELN;GLI1;EGFR;DPP4;FGF7;ADAMTS1;STAT4;TNFRSF8;SLAMF1;PDGFRA;CCL23;TSLP;NRG1;IGF1;PROX1;PODN;ECRG4;BMP6;SFRP1;ALDH1A2;KIT;CLDN19;IL7R
GO_Biological_Process_2021	positive regulation of cytosolic calcium ion concentration (GO:0007204)	9/147	5.480905e-04	1.482848e-02	0	0	4.166027e+00	3.128299e+01	GPR174;PDGFRA;PTGFR;XCR1;TACR1;CCR5;CCR4;S1PR4;CCR2
GO_Biological_Process_2021	positive regulation of cell population proliferation (GO:0008284)	18/474	5.608382e-04	1.488939e-02	0	0	2.555688e+00	1.913208e+01	CCL14;PTGFR;PDGFRA;PID1;TSLP;NRG1;IGF1;PROX1;GLI1;EGFR;BMP6;DPP4;SFRP1;FGF7;PTPRC;TOX;IL7R;SLAMF1
GO_Biological_Process_2021	response to prostaglandin E (GO:0034695)	3/11	5.813590e-04	1.488939e-02	0	0	2.365024e+01	1.761977e+02	SFRP1;CCL21;CCL19
GO_Biological_Process_2021	negative regulation of lymphocyte migration (GO:2000402)	3/11	5.813590e-04	1.488939e-02	0	0	2.365024e+01	1.761977e+02	RIPOR2;CD200R1;ADTRP
GO_Biological_Process_2021	positive regulation of alcohol biosynthetic process (GO:1902932)	3/11	5.813590e-04	1.488939e-02	0	0	2.365024e+01	1.761977e+02	PTH1R;BMP6;CD244
GO_Biological_Process_2021	regulation of neutrophil chemotaxis (GO:0090022)	4/25	5.880369e-04	1.488939e-02	0	0	1.204348e+01	8.958812e+01	DPP4;RIPOR2;CCL21;CCL19
GO_Biological_Process_2021	action potential (GO:0001508)	5/45	6.844867e-04	1.673622e-02	0	0	7.921371e+00	5.772177e+01	KCNA1;KCNA2;DMD;SCN3B;SCN3A
GO_Biological_Process_2021	membrane depolarization during action potential (GO:0086010)	4/26	6.863970e-04	1.673622e-02	0	0	1.149547e+01	8.373362e+01	SCN3B;SCN3A;SCN4B;SCN2B
GO_Biological_Process_2021	positive regulation of interleukin-2 production (GO:0032743)	4/26	6.863970e-04	1.673622e-02	0	0	1.149547e+01	8.373362e+01	PTPRC;IRF4;CD28;CCR2
GO_Biological_Process_2021	transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169)	16/404	7.226198e-04	1.740456e-02	0	0	2.661380e+00	1.924877e+01	NGFR;PDGFRA;MMP2;NRG1;IGF1;CD3E;EGFR;FGF7;FLRT2;CD8B;CD8A;LCK;KIT;ROR1;PAK3;ANGPTL1
GO_Biological_Process_2021	positive regulation of epithelial cell proliferation (GO:0050679)	8/123	7.447305e-04	1.772100e-02	0	0	4.434499e+00	3.193943e+01	PPP1R16B;FGF7;SFRP1;JAML;IGF1;PROX1;BMP6;EGFR
GO_Biological_Process_2021	neutrophil chemotaxis (GO:0030593)	6/70	8.187686e-04	1.925081e-02	0	0	5.952973e+00	4.231200e+01	CCL14;CCL23;JAML;CCL21;CCL19;CXCL2
GO_Biological_Process_2021	positive regulation of protein phosphorylation (GO:0001934)	15/371	8.541540e-04	1.977653e-02	0	0	2.714747e+00	1.918077e+01	GDF10;CCL21;IGF1;EGFR;BMP6;C3;FGF7;RELN;PTPRC;BANK1;CLDN19;ENPP2;LEPR;CCL19;ADTRP
GO_Biological_Process_2021	calcium ion homeostasis (GO:0055074)	7/97	8.611550e-04	1.977653e-02	0	0	4.948232e+00	3.492084e+01	CCL14;SLC8A3;CCL23;HTR2A;PTH1R;CCL19;CCR2
GO_Biological_Process_2021	positive regulation of phosphatidylinositol 3-kinase activity (GO:0043552)	4/28	9.170792e-04	2.071809e-02	0	0	1.053644e+01	7.369521e+01	PDGFRA;CCL21;KIT;CCL19
GO_Biological_Process_2021	regulation of interleukin-2 production (GO:0032663)	5/48	9.231350e-04	2.071809e-02	0	0	7.367592e+00	5.148278e+01	PTPRC;IRF4;TBX21;CD28;CCR2
GO_Biological_Process_2021	regulation of receptor signaling pathway via STAT (GO:1904892)	3/13	9.843970e-04	2.160204e-02	0	0	1.891827e+01	1.309803e+02	PTPRC;TSLP;IL7R
GO_Biological_Process_2021	regulation of T cell differentiation in thymus (GO:0033081)	3/13	9.843970e-04	2.160204e-02	0	0	1.891827e+01	1.309803e+02	TESPA1;CAMK4;TOX
GO_Biological_Process_2021	cellular defense response (GO:0006968)	5/49	1.014957e-03	2.194045e-02	0	0	7.199780e+00	4.962743e+01	SPN;ITK;TRAT1;PRF1;CCR5
GO_Biological_Process_2021	granulocyte chemotaxis (GO:0071621)	6/73	1.022036e-03	2.194045e-02	0	0	5.685553e+00	3.915048e+01	CCL14;CCL23;JAML;CCL21;CCL19;CXCL2
GO_Biological_Process_2021	cellular response to tumor necrosis factor (GO:0071356)	10/194	1.046873e-03	2.223197e-02	0	0	3.474875e+00	2.384441e+01	CCL14;SFRP1;CCL23;PID1;CD40LG;TNFSF14;CCL21;CD27;TNFRSF8;CCL19
GO_Biological_Process_2021	positive regulation of intracellular signal transduction (GO:1902533)	19/546	1.125365e-03	2.364463e-02	0	0	2.333466e+00	1.584341e+01	PDGFRA;TNFSF14;CCL21;PRKCB;TRAT1;NRG1;IGF1;EGFR;DCN;SELP;FGF7;RELN;PTPRC;LCK;KIT;CD28;CD27;ROR1;CCL19
GO_Biological_Process_2021	cardiac muscle cell action potential (GO:0086001)	4/30	1.197492e-03	2.438193e-02	0	0	9.724957e+00	6.542490e+01	DMD;SCN3B;SCN4B;SCN2B
GO_Biological_Process_2021	response to alcohol (GO:0097305)	4/30	1.197492e-03	2.438193e-02	0	0	9.724957e+00	6.542490e+01	CCL21;SLIT3;CCL19;CCR5
GO_Biological_Process_2021	positive regulation of lipid kinase activity (GO:0090218)	4/30	1.197492e-03	2.438193e-02	0	0	9.724957e+00	6.542490e+01	PDGFRA;CCL21;KIT;CCL19
GO_Biological_Process_2021	regulation of cell motility (GO:2000145)	8/133	1.238052e-03	2.445684e-02	0	0	4.077655e+00	2.729670e+01	FGF7;SERPINE2;CCL21;SPOCK2;ENPP2;NRG1;CCL19;EGFR
GO_Biological_Process_2021	response to UV-A (GO:0070141)	3/14	1.238321e-03	2.445684e-02	0	0	1.719755e+01	1.151204e+02	MME;MMP2;EGFR
